date;open;high;low;close;adj_close;volume;ticker;type 
2023-05-28;0.0;0.0;0.0;158.77332863222009;0.0;0.0;XMR;forecast_09
2023-05-29;0.0;0.0;0.0;158.3851982713194;0.0;0.0;XMR;forecast_09
2023-05-30;0.0;0.0;0.0;158.9639992888455;0.0;0.0;XMR;forecast_09
2023-05-31;0.0;0.0;0.0;155.98814322062324;0.0;0.0;XMR;forecast_09
2023-06-01;0.0;0.0;0.0;156.69030526891842;0.0;0.0;XMR;forecast_09
2023-06-02;0.0;0.0;0.0;158.3236243187641;0.0;0.0;XMR;forecast_09
2023-06-03;0.0;0.0;0.0;157.55428351216733;0.0;0.0;XMR;forecast_09
2023-06-04;0.0;0.0;0.0;157.6120084777296;0.0;0.0;XMR;forecast_09
2023-06-05;0.0;0.0;0.0;158.04372526849787;0.0;0.0;XMR;forecast_09
2023-06-06;0.0;0.0;0.0;157.08695890185692;0.0;0.0;XMR;forecast_09
2023-06-07;0.0;0.0;0.0;158.40020810977165;0.0;0.0;XMR;forecast_09
2023-06-08;0.0;0.0;0.0;158.15453433845082;0.0;0.0;XMR;forecast_09
2023-06-09;0.0;0.0;0.0;158.66075115797332;0.0;0.0;XMR;forecast_09
2023-06-10;0.0;0.0;0.0;157.17210908719926;0.0;0.0;XMR;forecast_09
2023-06-11;0.0;0.0;0.0;158.1501288748608;0.0;0.0;XMR;forecast_09
2023-06-12;0.0;0.0;0.0;159.4230814510021;0.0;0.0;XMR;forecast_09
2023-06-13;0.0;0.0;0.0;159.64795252215103;0.0;0.0;XMR;forecast_09
2023-06-14;0.0;0.0;0.0;159.4963503130152;0.0;0.0;XMR;forecast_09
2023-06-15;0.0;0.0;0.0;157.76002366787446;0.0;0.0;XMR;forecast_09
2023-06-16;0.0;0.0;0.0;157.92197109930237;0.0;0.0;XMR;forecast_09
2023-06-17;0.0;0.0;0.0;155.93142915395728;0.0;0.0;XMR;forecast_09
2023-06-18;0.0;0.0;0.0;158.00694769910356;0.0;0.0;XMR;forecast_09
2023-06-19;0.0;0.0;0.0;158.2322852560729;0.0;0.0;XMR;forecast_09
2023-06-20;0.0;0.0;0.0;156.3982087382061;0.0;0.0;XMR;forecast_09
2023-06-21;0.0;0.0;0.0;157.6539040067565;0.0;0.0;XMR;forecast_09
2023-06-22;0.0;0.0;0.0;158.29658187767353;0.0;0.0;XMR;forecast_09
2023-06-23;0.0;0.0;0.0;159.38569968333627;0.0;0.0;XMR;forecast_09
2018-04-19;8159.27002;8298.69043;8138.779785;8294.30957;8294.30957;7063209984.0;BTC;real
2018-04-20;8286.879883;8880.230469;8244.540039;8845.830078;8845.830078;8438110208.0;BTC;real
2018-04-21;8848.790039;8997.570313;8652.150391;8895.580078;8895.580078;7548550144.0;BTC;real
2018-04-22;8925.05957;9001.639648;8779.610352;8802.459961;8802.459961;6629899776.0;BTC;real
2018-04-23;8794.389648;8958.549805;8788.80957;8930.879883;8930.879883;6925190144.0;BTC;real
2018-04-24;8934.339844;9732.610352;8927.830078;9697.5;9697.5;10678800384.0;BTC;real
2018-04-25;9701.030273;9745.320313;8799.839844;8845.740234;8845.740234;11083100160.0;BTC;real
2018-04-26;8867.320313;9281.509766;8727.089844;9281.509766;9281.509766;8970559488.0;BTC;real
2018-04-27;9290.629883;9375.469727;8987.049805;8987.049805;8987.049805;7566289920.0;BTC;real
2018-04-28;8939.269531;9412.089844;8931.990234;9348.480469;9348.480469;7805479936.0;BTC;real
2018-04-29;9346.410156;9531.490234;9193.709961;9419.080078;9419.080078;8853000192.0;BTC;real
2018-04-30;9426.110352;9477.139648;9166.80957;9240.549805;9240.549805;8673920000.0;BTC;real
2018-05-01;9251.469727;9255.879883;8891.049805;9119.009766;9119.009766;7713019904.0;BTC;real
2018-05-02;9104.599609;9256.519531;9015.139648;9235.919922;9235.919922;7558159872.0;BTC;real
2018-05-03;9233.969727;9798.330078;9188.150391;9743.860352;9743.860352;10207299584.0;BTC;real
2018-05-04;9695.5;9779.200195;9585.959961;9700.759766;9700.759766;8217829888.0;BTC;real
2018-05-05;9700.280273;9964.5;9695.120117;9858.150391;9858.150391;7651939840.0;BTC;real
2018-05-06;9845.30957;9940.139648;9465.25;9654.799805;9654.799805;7222280192.0;BTC;real
2018-05-07;9645.669922;9665.849609;9231.530273;9373.009766;9373.009766;7394019840.0;BTC;real
2018-05-08;9380.870117;9462.75;9127.769531;9234.820313;9234.820313;7415869952.0;BTC;real
2018-05-09;9223.730469;9374.759766;9031.620117;9325.179688;9325.179688;7226890240.0;BTC;real
2018-05-10;9325.959961;9396.040039;9040.519531;9043.94043;9043.94043;6906699776.0;BTC;real
2018-05-11;9052.959961;9052.959961;8394.459961;8441.490234;8441.490234;8488520192.0;BTC;real
2018-05-12;8441.44043;8664.860352;8223.5;8504.889648;8504.889648;6821380096.0;BTC;real
2018-05-13;8515.490234;8773.549805;8395.120117;8723.94043;8723.94043;5866379776.0;BTC;real
2018-05-14;8713.099609;8881.120117;8367.969727;8716.790039;8716.790039;7364149760.0;BTC;real
2018-05-15;8705.19043;8836.19043;8456.450195;8510.379883;8510.379883;6705710080.0;BTC;real
2018-05-16;8504.410156;8508.429688;8175.490234;8368.830078;8368.830078;6760220160.0;BTC;real
2018-05-17;8370.049805;8445.540039;8054.120117;8094.319824;8094.319824;5862530048.0;BTC;real
2018-05-18;8091.830078;8274.120117;7974.819824;8250.969727;8250.969727;5764190208.0;BTC;real
2018-05-19;8255.730469;8372.05957;8183.350098;8247.179688;8247.179688;4712399872.0;BTC;real
2018-05-20;8246.990234;8562.410156;8205.240234;8513.25;8513.25;5191059968.0;BTC;real
2018-05-21;8522.330078;8557.519531;8365.120117;8418.990234;8418.990234;5154990080.0;BTC;real
2018-05-22;8419.870117;8423.25;8004.580078;8041.779785;8041.779785;5137010176.0;BTC;real
2018-05-23;8037.080078;8054.660156;7507.879883;7557.819824;7557.819824;6491120128.0;BTC;real
2018-05-24;7561.120117;7738.600098;7331.140137;7587.339844;7587.339844;6049220096.0;BTC;real
2018-05-25;7592.299805;7659.140137;7392.649902;7480.140137;7480.140137;4867829760.0;BTC;real
2018-05-26;7486.47998;7595.160156;7349.120117;7355.879883;7355.879883;4051539968.0;BTC;real
2018-05-27;7362.080078;7381.740234;7270.959961;7368.220215;7368.220215;4056519936.0;BTC;real
2018-05-28;7371.310059;7419.049805;7100.890137;7135.990234;7135.990234;5040600064.0;BTC;real
2018-05-29;7129.459961;7526.419922;7090.680176;7472.589844;7472.589844;5662660096.0;BTC;real
2018-05-30;7469.72998;7573.77002;7313.600098;7406.52002;7406.52002;4922540032.0;BTC;real
2018-05-31;7406.149902;7608.899902;7361.129883;7494.169922;7494.169922;5127130112.0;BTC;real
2018-06-01;7500.700195;7604.72998;7407.339844;7541.450195;7541.450195;4921460224.0;BTC;real
2018-06-02;7536.720215;7695.830078;7497.259766;7643.450195;7643.450195;4939299840.0;BTC;real
2018-06-03;7632.089844;7754.890137;7613.040039;7720.25;7720.25;4851760128.0;BTC;real
2018-06-04;7722.529785;7753.819824;7474.040039;7514.470215;7514.470215;4993169920.0;BTC;real
2018-06-05;7500.899902;7643.22998;7397.0;7633.759766;7633.759766;4961739776.0;BTC;real
2018-06-06;7625.970215;7680.430176;7502.009766;7653.97998;7653.97998;4692259840.0;BTC;real
2018-06-07;7650.819824;7741.27002;7650.819824;7678.240234;7678.240234;4485799936.0;BTC;real
2018-06-08;7685.140137;7698.189941;7558.399902;7624.919922;7624.919922;4227579904.0;BTC;real
2018-06-09;7632.52002;7683.580078;7531.97998;7531.97998;7531.97998;3845220096.0;BTC;real
2018-06-10;7499.549805;7499.549805;6709.069824;6786.02002;6786.02002;5804839936.0;BTC;real
2018-06-11;6799.290039;6910.180176;6706.629883;6906.919922;6906.919922;4745269760.0;BTC;real
2018-06-12;6905.819824;6907.959961;6542.080078;6582.359863;6582.359863;4654380032.0;BTC;real
2018-06-13;6596.879883;6631.660156;6285.629883;6349.899902;6349.899902;5052349952.0;BTC;real
2018-06-14;6342.75;6707.140137;6334.459961;6675.350098;6675.350098;5138710016.0;BTC;real
2018-06-15;6674.080078;6681.080078;6433.870117;6456.580078;6456.580078;3955389952.0;BTC;real
2018-06-16;6455.450195;6592.490234;6402.290039;6550.160156;6550.160156;3194170112.0;BTC;real
2018-06-17;6545.529785;6589.109863;6499.27002;6499.27002;6499.27002;3104019968.0;BTC;real
2018-06-18;6510.069824;6781.140137;6446.680176;6734.819824;6734.819824;4039200000.0;BTC;real
2018-06-19;6742.390137;6822.5;6709.919922;6769.939941;6769.939941;4057029888.0;BTC;real
2018-06-20;6770.759766;6821.560059;6611.879883;6776.549805;6776.549805;3888640000.0;BTC;real
2018-06-21;6780.089844;6810.939941;6715.169922;6729.740234;6729.740234;3529129984.0;BTC;real
2018-06-22;6737.879883;6747.080078;6006.600098;6083.689941;6083.689941;5079810048.0;BTC;real
2018-06-23;6090.100098;6224.819824;6071.810059;6162.47998;6162.47998;3431360000.0;BTC;real
2018-06-24;6164.279785;6223.779785;5826.410156;6173.22998;6173.22998;4566909952.0;BTC;real
2018-06-25;6171.970215;6327.370117;6119.680176;6249.180176;6249.180176;5500810240.0;BTC;real
2018-06-26;6253.549805;6290.160156;6093.669922;6093.669922;6093.669922;3279759872.0;BTC;real
2018-06-27;6084.399902;6180.0;6052.850098;6157.129883;6157.129883;3296219904.0;BTC;real
2018-06-28;6153.160156;6170.410156;5873.049805;5903.439941;5903.439941;3467800064.0;BTC;real
2018-06-29;5898.129883;6261.660156;5835.75;6218.299805;6218.299805;3966230016.0;BTC;real
2018-06-30;6214.220215;6465.509766;6214.220215;6404.0;6404.0;4543860224.0;BTC;real
2018-07-01;6411.680176;6432.850098;6289.290039;6385.819824;6385.819824;4788259840.0;BTC;real
2018-07-02;6380.379883;6683.859863;6305.700195;6614.180176;6614.180176;4396930048.0;BTC;real
2018-07-03;6596.660156;6671.370117;6447.75;6529.589844;6529.589844;4672309760.0;BTC;real
2018-07-04;6550.870117;6771.919922;6450.459961;6597.549805;6597.549805;4176689920.0;BTC;real
2018-07-05;6599.709961;6749.540039;6546.649902;6639.140137;6639.140137;4999240192.0;BTC;real
2018-07-06;6638.689941;6700.939941;6533.549805;6673.5;6673.5;4313959936.0;BTC;real
2018-07-07;6668.709961;6863.990234;6579.240234;6856.930176;6856.930176;3961080064.0;BTC;real
2018-07-08;6857.799805;6885.910156;6747.97998;6773.879883;6773.879883;3386210048.0;BTC;real
2018-07-09;6775.080078;6838.680176;6724.339844;6741.75;6741.75;3718129920.0;BTC;real
2018-07-10;6739.209961;6767.740234;6320.720215;6329.950195;6329.950195;4052430080.0;BTC;real
2018-07-11;6330.77002;6444.959961;6330.470215;6394.709961;6394.709961;3644859904.0;BTC;real
2018-07-12;6396.779785;6397.100098;6136.419922;6228.810059;6228.810059;3770170112.0;BTC;real
2018-07-13;6235.029785;6310.549805;6192.240234;6238.049805;6238.049805;3805400064.0;BTC;real
2018-07-14;6247.5;6298.189941;6212.220215;6276.120117;6276.120117;2923670016.0;BTC;real
2018-07-15;6272.700195;6403.459961;6256.509766;6359.640137;6359.640137;3285459968.0;BTC;real
2018-07-16;6357.009766;6741.75;6357.009766;6741.75;6741.75;4725799936.0;BTC;real
2018-07-17;6739.649902;7387.240234;6684.169922;7321.040039;7321.040039;5961950208.0;BTC;real
2018-07-18;7315.319824;7534.990234;7280.470215;7370.779785;7370.779785;6103410176.0;BTC;real
2018-07-19;7378.200195;7494.459961;7295.459961;7466.859863;7466.859863;5111629824.0;BTC;real
2018-07-20;7467.399902;7594.669922;7323.259766;7354.129883;7354.129883;4936869888.0;BTC;real
2018-07-21;7352.720215;7437.640137;7262.410156;7419.290039;7419.290039;3726609920.0;BTC;real
2018-07-22;7417.799805;7537.950195;7383.819824;7418.490234;7418.490234;3695460096.0;BTC;real
2018-07-23;7414.709961;7771.5;7409.100098;7711.109863;7711.109863;5132480000.0;BTC;real
2018-07-24;7716.509766;8424.269531;7705.5;8424.269531;8424.269531;7277689856.0;BTC;real
2018-07-25;8379.660156;8416.870117;8086.359863;8181.390137;8181.390137;5845400064.0;BTC;real
2018-07-26;8176.850098;8290.330078;7878.709961;7951.580078;7951.580078;4899089920.0;BTC;real
2018-07-27;7950.399902;8262.660156;7839.759766;8165.009766;8165.009766;5195879936.0;BTC;real
2018-07-28;8169.060059;8222.849609;8110.77002;8192.150391;8192.150391;3988750080.0;BTC;real
2018-07-29;8205.820313;8272.259766;8141.180176;8218.459961;8218.459961;4107190016.0;BTC;real
2018-07-30;8221.580078;8235.5;7917.5;8180.47998;8180.47998;5551400000.0;BTC;real
2018-07-31;8181.200195;8181.529785;7696.930176;7780.439941;7780.439941;5287530000.0;BTC;real
2018-08-01;7769.040039;7769.040039;7504.950195;7624.910156;7624.910156;4797620000.0;BTC;real
2018-08-02;7634.189941;7712.77002;7523.439941;7567.149902;7567.149902;4214110000.0;BTC;real
2018-08-03;7562.140137;7562.140137;7328.649902;7434.390137;7434.390137;4627150000.0;BTC;real
2018-08-04;7438.669922;7497.490234;6984.069824;7032.850098;7032.850098;4268390000.0;BTC;real
2018-08-05;7031.080078;7102.77002;6940.700195;7068.47998;7068.47998;3679110000.0;BTC;real
2018-08-06;7062.939941;7166.549805;6890.540039;6951.799805;6951.799805;3925900000.0;BTC;real
2018-08-07;6958.319824;7146.560059;6748.240234;6753.120117;6753.120117;4682800000.0;BTC;real
2018-08-08;6746.850098;6746.850098;6226.220215;6305.799805;6305.799805;5064430000.0;BTC;real
2018-08-09;6305.560059;6625.72998;6249.069824;6568.22998;6568.22998;4267040000.0;BTC;real
2018-08-10;6571.419922;6591.259766;6124.52002;6184.709961;6184.709961;4528680000.0;BTC;real
2018-08-11;6185.790039;6455.740234;6109.029785;6295.72998;6295.72998;4047850000.0;BTC;real
2018-08-12;6283.649902;6409.850098;6237.5;6322.689941;6322.689941;5665250000.0;BTC;real
2018-08-13;6341.359863;6537.049805;6225.720215;6297.569824;6297.569824;4083980000.0;BTC;real
2018-08-14;6287.660156;6287.939941;5971.049805;6199.709961;6199.709961;5301700000.0;BTC;real
2018-08-15;6221.419922;6588.490234;6221.419922;6308.52002;6308.52002;4895450000.0;BTC;real
2018-08-16;6294.22998;6473.5;6276.410156;6334.72998;6334.72998;4328420000.0;BTC;real
2018-08-17;6340.910156;6582.5;6324.970215;6580.629883;6580.629883;4992990000.0;BTC;real
2018-08-18;6583.430176;6617.350098;6353.72998;6423.759766;6423.759766;3984520000.0;BTC;real
2018-08-19;6422.569824;6537.97998;6361.549805;6506.069824;6506.069824;3311170000.0;BTC;real
2018-08-20;6500.509766;6536.919922;6297.930176;6308.529785;6308.529785;3665100000.0;BTC;real
2018-08-21;6301.069824;6500.870117;6298.240234;6488.759766;6488.759766;3377180000.0;BTC;real
2018-08-22;6486.25;6816.790039;6310.109863;6376.709961;6376.709961;4668110000.0;BTC;real
2018-08-23;6371.339844;6546.540039;6371.339844;6534.879883;6534.879883;3426180000.0;BTC;real
2018-08-24;6551.52002;6719.959961;6498.640137;6719.959961;6719.959961;4097820000.0;BTC;real
2018-08-25;6719.950195;6789.629883;6700.959961;6763.189941;6763.189941;3312600000.0;BTC;real
2018-08-26;6754.640137;6774.75;6620.75;6707.259766;6707.259766;3295500000.0;BTC;real
2018-08-27;6710.799805;6884.640137;6689.709961;6884.640137;6884.640137;4019000000.0;BTC;real
2018-08-28;6891.080078;7109.560059;6882.339844;7096.279785;7096.279785;4659940000.0;BTC;real
2018-08-29;7091.709961;7113.299805;6970.819824;7047.160156;7047.160156;4145880000.0;BTC;real
2018-08-30;7043.759766;7072.689941;6834.689941;6978.22998;6978.22998;4463250000.0;BTC;real
2018-08-31;6973.970215;7057.169922;6920.160156;7037.580078;7037.580078;4495650000.0;BTC;real
2018-09-01;7044.810059;7242.290039;7038.049805;7193.25;7193.25;4116050000.0;BTC;real
2018-09-02;7189.580078;7306.310059;7132.160156;7272.720215;7272.720215;4329540000.0;BTC;real
2018-09-03;7279.029785;7317.939941;7208.149902;7260.060059;7260.060059;4087760000.0;BTC;real
2018-09-04;7263.0;7388.259766;7255.439941;7361.660156;7361.660156;4273640000.0;BTC;real
2018-09-05;7361.459961;7388.430176;6792.830078;6792.830078;6792.830078;5800460000.0;BTC;real
2018-09-06;6755.140137;6755.140137;6404.720215;6529.169922;6529.169922;5523470000.0;BTC;real
2018-09-07;6528.919922;6555.290039;6396.870117;6467.069824;6467.069824;4264680000.0;BTC;real
2018-09-08;6460.169922;6534.25;6197.52002;6225.97998;6225.97998;3835060000.0;BTC;real
2018-09-09;6223.379883;6446.259766;6201.220215;6300.859863;6300.859863;3671890000.0;BTC;real
2018-09-10;6301.569824;6374.97998;6292.759766;6329.700195;6329.700195;3714100000.0;BTC;real
2018-09-11;6331.879883;6398.919922;6260.209961;6321.200195;6321.200195;3849910000.0;BTC;real
2018-09-12;6317.009766;6363.870117;6265.089844;6351.799805;6351.799805;4064230000.0;BTC;real
2018-09-13;6354.240234;6535.410156;6354.240234;6517.310059;6517.310059;4210910000.0;BTC;real
2018-09-14;6515.410156;6596.100098;6456.169922;6512.709961;6512.709961;4076220000.0;BTC;real
2018-09-15;6509.399902;6561.720215;6493.549805;6543.200195;6543.200195;3216300000.0;BTC;real
2018-09-16;6536.680176;6544.330078;6460.100098;6517.180176;6517.180176;3273730000.0;BTC;real
2018-09-17;6514.060059;6540.209961;6257.52002;6281.200195;6281.200195;3910780000.0;BTC;real
2018-09-18;6280.910156;6384.180176;6265.709961;6371.299805;6371.299805;4180090000.0;BTC;real
2018-09-19;6371.850098;6448.459961;6208.339844;6398.540039;6398.540039;4431340000.0;BTC;real
2018-09-20;6398.850098;6529.259766;6395.950195;6519.669922;6519.669922;4348110000.0;BTC;real
2018-09-21;6513.870117;6794.330078;6496.359863;6734.950195;6734.950195;6531940000.0;BTC;real
2018-09-22;6735.049805;6814.560059;6616.799805;6721.97998;6721.97998;4509660000.0;BTC;real
2018-09-23;6715.319824;6766.149902;6679.419922;6710.629883;6710.629883;4197500000.0;BTC;real
2018-09-24;6704.77002;6713.560059;6580.899902;6595.410156;6595.410156;4177310000.0;BTC;real
2018-09-25;6603.640137;6603.640137;6381.859863;6446.470215;6446.470215;4726180000.0;BTC;real
2018-09-26;6452.790039;6585.910156;6397.890137;6495.0;6495.0;4437300000.0;BTC;real
2018-09-27;6495.290039;6712.100098;6464.950195;6676.75;6676.75;4606810000.0;BTC;real
2018-09-28;6678.75;6785.029785;6598.319824;6644.129883;6644.129883;5014430000.0;BTC;real
2018-09-29;6643.100098;6643.100098;6511.649902;6601.959961;6601.959961;4363690000.0;BTC;real
2018-09-30;6604.709961;6643.779785;6566.540039;6625.560059;6625.560059;4002280000.0;BTC;real
2018-10-01;6619.850098;6653.299805;6549.080078;6589.620117;6589.620117;4000970000.0;BTC;real
2018-10-02;6593.240234;6611.839844;6537.899902;6556.100098;6556.100098;3979260000.0;BTC;real
2018-10-03;6553.859863;6571.459961;6454.029785;6502.589844;6502.589844;3887310000.0;BTC;real
2018-10-04;6497.910156;6603.310059;6497.910156;6576.689941;6576.689941;3838410000.0;BTC;real
2018-10-05;6574.149902;6623.620117;6557.410156;6622.47998;6622.47998;3671500000.0;BTC;real
2018-10-06;6622.450195;6628.540039;6577.799805;6588.310059;6588.310059;3259740000.0;BTC;real
2018-10-07;6590.680176;6641.490234;6557.040039;6602.950195;6602.950195;3306630000.0;BTC;real
2018-10-08;6600.189941;6675.060059;6576.040039;6652.22998;6652.22998;3979460000.0;BTC;real
2018-10-09;6653.080078;6661.410156;6606.939941;6642.640137;6642.640137;3580810000.0;BTC;real
2018-10-10;6640.290039;6640.290039;6538.959961;6585.529785;6585.529785;3787650000.0;BTC;real
2018-10-11;6586.740234;6586.740234;6243.740234;6256.240234;6256.240234;5181640000.0;BTC;real
2018-10-12;6239.25;6328.5;6236.470215;6274.580078;6274.580078;3783500000.0;BTC;real
2018-10-13;6278.080078;6308.509766;6259.810059;6285.990234;6285.990234;3064030000.0;BTC;real
2018-10-14;6288.490234;6363.209961;6280.149902;6290.930176;6290.930176;3085320000.0;BTC;real
2018-10-15;6292.640137;6965.060059;6258.680176;6596.540039;6596.540039;7370770000.0;BTC;real
2018-10-16;6601.410156;6673.589844;6571.370117;6596.109863;6596.109863;4074800000.0;BTC;real
2018-10-17;6590.52002;6601.209961;6517.450195;6544.430176;6544.430176;4088420000.0;BTC;real
2018-10-18;6542.330078;6567.540039;6450.040039;6476.709961;6476.709961;3924080000.0;BTC;real
2018-10-19;6478.069824;6493.680176;6445.310059;6465.410156;6465.410156;3578870000.0;BTC;real
2018-10-20;6460.919922;6497.720215;6449.0;6489.189941;6489.189941;3379130000.0;BTC;real
2018-10-21;6490.089844;6556.379883;6476.0;6482.350098;6482.350098;3253610000.0;BTC;real
2018-10-22;6486.049805;6543.799805;6462.97998;6487.160156;6487.160156;3672860000.0;BTC;real
2018-10-23;6472.359863;6506.009766;6451.27002;6475.740234;6475.740234;3716150000.0;BTC;real
2018-10-24;6478.890137;6521.990234;6468.859863;6495.839844;6495.839844;3424670000.0;BTC;real
2018-10-25;6484.649902;6504.649902;6447.029785;6476.290039;6476.290039;3230550000.0;BTC;real
2018-10-26;6468.439941;6498.290039;6449.609863;6474.75;6474.75;3306050000.0;BTC;real
2018-10-27;6480.839844;6507.410156;6453.529785;6480.379883;6480.379883;3393250000.0;BTC;real
2018-10-28;6482.660156;6502.279785;6447.910156;6486.390137;6486.390137;3445190000.0;BTC;real
2018-10-29;6492.350098;6503.600098;6306.990234;6332.629883;6332.629883;4199910000.0;BTC;real
2018-10-30;6337.040039;6364.990234;6310.140137;6334.27002;6334.27002;3781100000.0;BTC;real
2018-10-31;6336.990234;6349.160156;6316.879883;6317.609863;6317.609863;4191240000.0;BTC;real
2018-11-01;6318.140137;6547.140137;6311.830078;6377.779785;6377.779785;3789400000.0;BTC;real
2018-11-02;6378.919922;6396.859863;6327.379883;6388.439941;6388.439941;4234870000.0;BTC;real
2018-11-03;6387.240234;6400.069824;6342.370117;6361.259766;6361.259766;3658640000.0;BTC;real
2018-11-04;6365.470215;6388.629883;6294.569824;6376.129883;6376.129883;4390020000.0;BTC;real
